name,co2,wfp
leaf lettuce slivers leaves,0.41,237.0
container bunny Bunny Tracks ice cream Reeses ice cream Snickers ice cream etc Reeses Snickers ice cream pie,5.45,3838.0
medium sweet potatoes rounds,0.81,575.0
tomatoes ones Italy tomatoes,0.45,41.0
chocolate ounces butter chips hand food processor,3.16,20717.0
cocoa powder mL,3.16,15618.0
cheese note E ideas,8.93,5253.0
onion powder teaspoons granulates,0.22,290.0
mackerel tomato sauce food shops,0.45,41.0
tuna Trader Joe brand tuna,3.68,2313.5
bread bowls,0.86,667.0
lettuce leaf lettuce cut strips plating,0.41,237.0
bread flour oz,0.86,667.0
whole cucumbers Cut Thick Slices,0.27,353.0
rice powder ground fine,2.19,1597.0
chickpeas oz cans,0.81,850.0
rack,0.93,1378.0
grape tomatoes cups whole texture,0.45,41.0
delmonte carb clever peaches,0.45,1979.0
oil sub oil grapeseed,0.31,608.0
gluten walnuts Kirkland,2.06,11264.0
cream marshmallows,5.45,3838.0
beaten eggs glaze,3.2,2562.0
rye cocktail bread slices rye crackers,0.86,667.0
piece orange zest x inch,0.3,654.0
package mozzarella cut slices,8.2,5253.0
apples dice Braeburn Gala Red Delicious,0.25,622.0
goslings rum,5.19,2313.5
cream style cottage,5.45,3838.0
slices bacon slices template inch pieces,5.99,6116.0
rice cakes pita,2.19,1597.0
loaf rhodes wheat bread dough bread dough,0.86,667.0
blend ounces cheese,8.93,5253.0
jar del orchard select pears,0.45,1979.0
peaches juice wedges peaches wedges,0.45,1979.0
blend mozzarella cheese cup template,8.93,5253.0
cream ounces,5.45,3838.0
granny smith apple ounces,0.25,622.0
rainbow trout fillet,4.2,2188.0
potatoes inches diameter scrubbed,0.81,575.0
fruit cut size pieces Strawberries grapes balls,0.31,608.0
medium potatoes paper thin,0.81,575.0
medium watermelon cut chunks,0.61,1506.5
package KRAFT Milk Shredded Mozzarella Cheese,8.93,5253.0
butter cut slices,8.48,5659.0
salmon lox,3.37,2193.0
use Prosecco wine,0.66,524.0
plum tomato inch,0.32,2180.0
pasta tablespoons template farfelline,1.21,1508.0
carrot use medium grater,0.24,195.0
apricots apricots honey,0.3,1287.0
granola cereal nuts raisins,0.81,2636.5
chocolate cookie pie crust Keebler,3.16,20717.0
size blend lettuces,0.41,237.0
piece pork neck,5.99,6177.0
tomato sauce notetemplate use tomoto sauce,0.45,41.0
ripe firm tomatoes half,0.45,41.0
medium firm tart apples,0.25,622.0
nuts Pistachios pecans,1.6,11363.0
celery ribs inch,0.33,362.0
Roquefort cheese cups,8.93,5253.0
virgin oil bread,0.86,667.0
apricots apples cranberries cherries,0.25,622.0
limes room temperature,0.34,642.0
apple ginger vinaigrette,0.25,622.0
eggs recipe,3.2,2562.0
pasta spaghettini,1.21,1508.0
tomatoes seeds pieces pound,0.45,41.0
avocado cut inch pieces,0.54,1805.0
butter beans lima beans,2.26,801.0
yams ounce potatoes,0.81,575.0
packets onion soup mix,0.22,290.0
wine medium sweet sherry,0.66,524.0
banana ring,0.34,748.0
medium zucchini cut x inch strips,0.81,750.5
ravioli meat stuffed ounce bag meat cheese stuffed,8.93,5253.0
pieces bacon cooked,5.99,6116.0
apple cider vinegar tablespoons vinegar,0.25,622.0
chocolate syrup Herseys,3.16,20717.0
pumpkin cut pieces,0.24,336.0
pastina pasta shells,1.21,1508.0
F,1.32,2523.0
berry gelato cups ice cream,5.45,3838.0
cheese parmesan,8.93,5253.0
crayfish tails,2.2,2313.5
lemon rind slice,0.34,642.0
raisins Ive combination fruits cranberries cherries,0.81,2636.5
walnuts pecans walnuts butternuts,8.48,5659.0
peanut butter choice smooth chunky,8.48,5659.0
zucchini juliene,0.81,750.5
butter margarine spread,1.39,1324.0
quarts currants,0.64,499.0
citrus gin,0.34,457.0
cheddar cheese kind cheese,8.93,5253.0
cola flavor Diet Dr Pepper,0.65,379.0
package okra okra,0.33,576.0
quality chocolate lindt ghirardelli,3.16,20717.0
packages vegetables,0.81,339.0
stir fry vegetables vegetables stir fry,0.81,339.0
medium onions wedges,0.22,290.0
orange juice rice,0.46,1019.0
chili Thai peppers,0.65,379.0
pomegranate juice quality,0.32,1506.5
oil tablespoon butter,8.48,5659.0
slice lowfat cheese,8.93,5253.0
peppercorns colours,0.65,379.0
ground ground pepper,0.65,379.0
miniature peanut butter cups,8.48,5659.0
granny smith apple peel skin,0.25,622.0
dates half,0.81,2636.5
tomato sauce pizza sauce,0.45,41.0
potatoes cut,0.81,575.0
Thai peppers,0.65,379.0
soymilk cup rice milk,0.54,2030.0
beans pureed,2.26,801.0
cloves tsps,0.84,61205.0
ease step baby carrots,0.81,750.5
cheese tortellini cups,8.93,5253.0
Chardonnay wine brand Gossips,0.66,524.0
wheat germ cup template,0.57,1639.0
coconut milk cup coconut,0.54,2030.0
pureed fruit spread choice favorite Raspberry,0.64,413.0
chili pepper adjust preference spiciness,0.65,379.0
soymilk milk cow milk,1.31,1260.5
onion cream cheese Less Fat,8.93,5253.0
apple pie filling sugar,0.25,622.0
chocolate chips package,3.16,20717.0
carrot thick bias medium,0.24,195.0
cucumber slices angel cresent sandwich,0.27,353.0
butterfly pork chops,8.48,5659.0
bottles beer Corona Light fridge,0.69,155.0
corn bell peppers,0.65,379.0
po boy rolls submarine bread inches,0.86,667.0
granny smith apples medium chunks,0.25,622.0
slices grain bread crusts cut squares,0.86,667.0
walleyed fillet size potatoes,0.81,575.0
package firm tofu squares,2.27,1724.0
tomatoes seeds liquid,0.45,41.0
barilla campanelle pasta,1.21,1508.0
medium pineapple eyes rounds slices,0.25,622.0
farfalle pasta bow ties,1.21,1508.0
bow tie pasta cups template,1.21,1508.0
bacon cup TOASTED pecans,5.99,6116.0
flour use wheat flour,0.87,1849.0
cream mushroom soup sodium,5.45,3838.0
semisweet chocolate chunks cacao dark chocolate,3.16,20717.0
head cloves minced,0.84,61205.0
fine coconut husk,1.07,1971.0
template ounces cream,5.45,3838.0
tomatoes template cut,0.45,41.0
butter use butter plz,8.48,5659.0
peaches nectarine,0.45,1979.0
almond paste,1.88,11264.0
bell pepper grams bell peppers color,0.65,379.0
squares chocolate oz,3.16,20717.0
salt vinegar potato chips,0.24,555.0
california olives,0.64,3015.0
medium carrots across inch rounds,0.81,750.5
potatoes size squares,0.81,575.0
tender zucchini,0.81,750.5
spinach thick bunches,0.81,834.0
rice leftover cup,2.19,1597.0
butter tablespoons combination butter template,8.48,5659.0
vanilla extract orange extract,0.3,654.0
cherry pie filling ounce,0.46,1506.5
watermelon cut inch cubes,0.61,1506.5
jar pre bolognaise pasta sauce,1.21,1508.0
sorghum flour,0.87,1889.5
inch ginger paste,0.84,1657.0
pre spinach leaves,0.81,834.0
raisins fruit taste,0.81,2636.5
pasta penne ziti rigatoni etc,1.21,1508.0
chocolate Hersheys Chocolate Syrup,3.16,20717.0
eggs eggs equivalent,3.2,2562.0
ounce applesauce cups,0.25,622.0
slices pineapple inch,0.25,622.0
blackberry preference,0.64,413.0
wine tempranillo medium,0.66,524.0
baby onion,0.22,290.0
rice noodles threads,2.19,1597.0
beans ounces pinto beans,2.26,801.0
oil peanut safflower canola,0.45,1979.0
camembert cut bits,9.59,5253.0
smirnoff raspberry vodka freezer,0.64,413.0
season pepper,0.65,379.0
margarine butter suits choice tablespoons butter suits choice,1.39,1324.0
ripe plum tomatoes,0.32,2180.0
oil butter tablespoons,8.48,5659.0
size fish fruit snacks,2.2,2313.5
almond milk vanilla plain,0.54,2030.0
medium zucchini angle,0.81,750.5
lemonpepper salt season,0.34,642.0
margarine Bonnet,1.39,1324.0
onions coarsley,0.22,290.0
semisweet chips chocodrops,3.08,2782.0
butter cut pieces butter place freezer minutes,8.48,5659.0
broccoli tree pieces,0.57,336.0
almonds ounces,1.88,11264.0
dover sole thin,5.19,2313.5
lemons notetemplate,0.34,642.0
cream cheese oz bricks room temp,8.93,5253.0
lemon sorbet,0.34,642.0
jar pimento olives,0.64,3015.0
butter cup fat,8.48,5659.0
artichoke hearts quarters way,0.33,818.0
onions cases,0.22,290.0
littleneck clams,5.99,6177.0
butter cooking spray,8.48,5659.0
torani brand sugar chocolate syrup,3.16,20717.0
soy sauce Kikkoman VH,1.46,613.0
coconut milk cup whipping cream,0.54,2030.0
noodles lb pasta,1.21,1508.0
fillets inches pieces flounder,5.19,798.0
vanilla ice cream Breyers,5.45,3838.0
tahiti sesame butter,8.48,5659.0
grape tomatoes teardrop,0.45,41.0
sun tomato oil strips oil,0.45,41.0
jar sun tomatoes oil,0.45,41.0
medium zucchini crosswise inch thick,0.81,750.5
wine tablespoons juice,0.66,524.0
potatoes lb cut cubes,0.81,575.0
ground ginger teaspoon pureed template,0.84,1657.0
butter thirds,8.48,5659.0
rice grain,2.19,1597.0
crispy rice cereal Rice Crispies,2.19,1597.0
package cook chocolate mix oz,3.16,20717.0
cream mushroom soup use cans albacore tuna,5.45,3838.0
tofu dogs,2.27,1724.0
peppers dish,0.65,379.0
medium tomatoes inch wedges,0.45,41.0
wine pan cup sauce,0.66,524.0
garlic herb marinade,0.25,589.0
pure fruit juice blueberry,0.78,845.0
medium potatoes half,0.81,575.0
ripe tomatoes inch dice,0.45,41.0
chili beans ounces liquid,2.26,801.0
package hair pasta dente,1.21,1508.0
avocados stones,0.54,1805.0
apple juice tablespoons broth,2.86,1140.0
bread cubed degree minutes,0.86,667.0
wheat breadcrumbs,0.86,667.0
loaf cocktail bread,0.86,667.0
panir tofu,2.27,1724.0
olives cut halves,0.64,3015.0
package Uncle Bens rice,2.19,1597.0
lemonade premade store cups homemade lemonade Splenda sugar,0.34,642.0
orange rind pith slices slices,0.3,654.0
pure orange extract,0.3,654.0
vegetables broccoli carrot zucchini,0.81,339.0
orange chunky kind bits orange peel,0.3,654.0
spring onion onion,0.22,290.0
water bread machine type flour,0.86,667.0
del monte style tomatoes juice,0.45,41.0
size walnut,2.06,11264.0
carrot cut inch thick slices,0.24,195.0
cheese provolone pecorino parmesan etc,8.93,5253.0
template peaches,0.45,1979.0
zucchini template cut dice,0.81,750.5
use espresso,0.55,960.0
mexico chili peppers,0.65,379.0
butter oil combination oil coconut oil tablespoons combination oil coconut oil,2.11,4490.0
cream whipping cup template,5.45,3838.0
blackberry liqueur,0.64,413.0
cream mushroom garlic soup Cream Mushroom Soup Roasted Garlic,5.45,3838.0
directions buttermilk cheddar garlic,8.48,5659.0
envelope onion soup mix onion mushroom soup mix,0.22,290.0
eggs broken chunks,3.2,2562.0
medium yellow tomatoes thick,0.45,41.0
jar chocolate hazelnut spread Nutella,3.16,20717.0
bread dough equals loaves,0.86,667.0
use almonds,1.88,11264.0
package frozen coconut,1.07,1971.0
anise extract almond extract,1.88,11264.0
medium bell peppers medium template cut squares,0.65,379.0
tomato paste ounce cans,1.3,855.0
cheddar cheese cut slices,8.93,5253.0
lemon juice subs please,0.34,642.0
chipolline onions,0.22,290.0
peaches half cut wedges pounds,0.45,1979.0
ripe tomatoes pound,0.45,41.0
whole tomatoes use romas,0.45,41.0
cut pasta ziti penne,1.21,1508.0
fennel cut inch pieces,0.33,362.0
package jell orange gelatin mix,0.3,654.0
medium daikon radish crosswise inch pieces pieces lengthwise,0.25,272.0
cream cheese creambut cheese,8.93,5253.0
approx couple cloves,0.84,61205.0
rice tomato juice,2.86,267.0
broccoli florrets stems inch thick,0.57,336.0
fennel seed ground,0.33,362.0
carrot inch dice,0.24,195.0
medium tomatoes ripe,0.45,41.0
beefsteak tomatoes chunks,0.45,41.0
dairy cheddar cheese NOTE,8.93,5253.0
ketchup bread,0.86,667.0
asparagus jumbo,0.83,2150.0
cream brick,5.45,3838.0
radiatore ounces pasta,1.21,1508.0
chili peppers garnish,0.65,379.0
mint chocolate wafers ounces andes candies,3.16,20717.0
syrup squeeze lemon part sugar part water squeeze,0.34,642.0
celery slices thick,0.33,362.0
packets cinnamon oatmeal,0.84,15526.0
toffee bits ounce almond brickle chips,1.88,11264.0
tomato ketchup Mr Dash sodium kind,1.46,534.0
French onion rings,0.22,290.0
lettuce leaf type,0.41,237.0
bread cubes wheat multigrain etc,0.86,667.0
baby spinach pieces,0.81,834.0
garlic cloves garlic,0.84,61205.0
apple juice bottle Gerber,2.86,1140.0
flour Arthur Bread flour,0.86,667.0
Hass avocadoes coarsley,0.54,1805.0
tomatoes Pine Cone brand,0.45,41.0
cream Fill milk,5.45,3838.0
ripe guava,0.32,1800.0
walnuts Martha part,2.06,11264.0
gold potatoes mix template mix,0.81,575.0
pears inch pieces,0.45,1979.0
allspice Ground Cloves,0.84,61205.0
jar raspberry jam ounce jar preserves,0.64,413.0
cream cool whip,5.45,3838.0
avocado California,0.54,1805.0
seitan savory tofu tempeh poultry substitute cut cubes,2.27,1724.0
radishes pepper onions tomatoes beets,0.22,290.0
medium avocados cut quarter inch thick slices,0.54,1805.0
onion inch thick rings,0.22,290.0
medium butternut squash cut cubes cups,8.48,5659.0
leaves leaf lettuce,0.41,237.0
squash pounds,0.33,336.0
chicken legs drums thighs,5.19,2202.0
Ragú Pasta Sauce tomato sauce,1.21,1508.0
butter packets,8.48,5659.0
peach butter preserves,8.48,5659.0
cheddar cheese ok,8.93,5253.0
peas strings cups,0.81,850.0
granny smith apple dice,0.25,622.0
vegetables choice cut pieces carrots orange peppers celery,0.81,750.5
arborio rice basmati,2.19,1597.0
potatoes chow mein noodles,0.81,575.0
medium bananas bananas,0.34,748.0
onion powder heaping,0.22,290.0
egg noodles bit butter,8.48,5659.0
pumpkin cups template,0.24,336.0
cashews tablespoons almonds,1.88,11264.0
russet potatoes pieces,0.81,575.0
garlic chips flavor ones,0.25,589.0
beaufort cheese cups cheese,8.93,5253.0
blueberry wine,0.66,524.0
onion decoration,0.22,290.0
banana pepper juice,0.34,748.0
tomatoes size pieces,0.45,41.0
russet potatoes chunks urge Yukon Gold potatoes,0.81,575.0
cheddar cheese WHITE cheddar cheese,8.93,5253.0
raisins water squeeze,0.81,2636.5
tomatoes chilies Ro Tel Tomatoes Green Chiles supermarkets,0.45,41.0
chocolate chips bittersweet semisweet,3.16,20717.0
bread chunks,0.86,667.0
salmon cup template cut chunks,3.37,2193.0
slice cheese,8.93,5253.0
medium size squash cut chunks,0.33,336.0
spicy fish sauce,2.2,2313.5
tomatoes ground juice,0.45,41.0
papayas cut strips,0.32,460.0
cauliflower size pieces,0.31,285.0
ginger syrup cordial,0.84,1657.0
yogurt raisins,0.81,2636.5
artichoke marinade,0.33,818.0
butter lettuce template size pieces,8.48,5659.0
pepper poblano chile pepper,0.65,379.0
onion Tbsp Instant onion,0.22,290.0
cream Breakstones,5.45,3838.0
package beef dogs TOFU PUPS ounce package pork dogs pieces TOFU PUPS,2.27,1724.0
squash rounds,0.33,336.0
onions size rings,0.22,290.0
cream crackers saltine crackers,5.45,3838.0
apples peel core slice,0.25,622.0
lettuce blend lettuces,0.41,237.0
smith apples pounds,0.25,622.0
slices bread type hand,0.86,667.0
cheese choice chicken ham cheddar tuna beef,8.93,5253.0
cloves teasp jar,0.84,61205.0
chocolate cocoa mix,3.16,20717.0
medium shallots dice,0.25,272.0
onion powder teaspoon onion flakes,0.22,290.0
cranberries currants raisins,0.64,499.0
medjool dates Tip,0.81,2636.5
quarts orange juice,0.46,1019.0
rigatoni pasta penne,1.21,1508.0
raisins till plump minutes SEE Scotch whiskey juice WET INGREDIENTS,0.32,2180.0
butter instructions,8.48,5659.0
pigeon peas goya,0.81,850.0
strawberry ml fruit soy yogurt eg strawberry,0.61,413.0
huy chili garlic sauce,0.25,589.0
tomato slices grape tomatoes cherry tomatoes,0.46,1506.5
chopped olives,0.64,3015.0
choice vegetables template choice vegetables,0.81,339.0
grape tomatoes crosswise,0.45,41.0
flour potato starch,0.24,555.0
hershey milk chocolate,3.16,20717.0
date honey,0.81,2636.5
jar pineapple salsa,0.25,622.0
lard cup butter,8.48,5659.0
package club house pasta prima alfredo sauce mix,1.21,1508.0
wine sugar,0.66,524.0
oak leaf lettuce,0.41,237.0
cloves cloves cloves,0.84,61205.0
peaches,0.45,1979.0
cauliflower medium template,0.31,285.0
milk half half cream,5.45,3838.0
port wine cup wine,0.66,524.0
clove taste,0.84,61205.0
butterscotch schnapps adult version ounce butterscotch syrup kid version,8.48,5659.0
soybeans cups,2.26,801.0
part skim cottage cheese,8.93,5253.0
use banana peppers spice,0.34,748.0
cream cheese bricks,8.93,5253.0
wheat flour template,0.87,1849.0
tomatoes vine chunks,0.45,41.0
butter tablespoons butter Lurpak Danish butter course,8.48,5659.0
orange peel glace,0.3,654.0
celery ribs cut inch sticks,0.33,362.0
hazelnuts toast minutes,1.11,11264.0
chili pepper lengthwise,0.65,379.0
jar sweet peppers,0.65,379.0
coconut butter cup expeller template,8.48,5659.0
piper potato,0.24,555.0
cream Bailey Manor liqueur,5.45,3838.0
clove cut quarters,0.84,61205.0
basmati rice wheat basmati rice,2.19,1597.0
hunt tomatoes oregano garlic,0.25,589.0
chocolate chips template decoration,3.16,20717.0
blackberry cut size,0.64,413.0
ginger dry,0.84,1657.0
dairy sour cream,5.45,3838.0
pizza sauce tomato sauce choice,0.45,41.0
sweet apples apples,0.25,622.0
buttermilk substitute C plain yogurt C milk,8.48,5659.0
soy sauce mild sodium,1.46,613.0
apples cup,0.25,622.0
oil recipe schmaltz fat recipe schmaltz chicken fat,0.57,1950.0
semisweet chocolate bittersweet chocolate Valrhona cocoa,3.16,20717.0
stalk lemongrass optional,0.34,642.0
vanilla cream filling,5.45,3838.0
chocolate chips bittersweet milk chocolate,3.16,20717.0
cups almonds,1.88,11264.0
packets flavoring rice chicken,2.19,1597.0
espresso room temperature tablespoon coffee cup water,0.55,960.0
pepper flakes,0.65,379.0
garlic herb salt,0.25,589.0
california walnuts,2.06,11264.0
chunky tomato,0.45,41.0
beer mustard beer mustard mustard,0.69,155.0
package frozen beans,2.26,801.0
sauce,1.46,613.0
pepper slivers,0.65,379.0
leftover vegetables mixture corn carrots peas,0.81,750.5
chipotle peppers SPICY spice adobo,0.65,379.0
package bow tie pasta farfalle,1.21,1508.0
nuts walnuts pecans almonds bag,1.88,11264.0
oil onions peppers,0.22,290.0
gemelli pasta twists,1.21,1508.0
lemonade cup lemonade,0.34,642.0
plantain cup,0.32,1602.0
gallon coffee ice cream gallon template,5.45,3838.0
berry blueberries raspberries,1.18,748.0
jar creamer,5.45,3838.0
butter cup template stick,8.48,5659.0
fruit juice favorites juice peach cup fruit chunks juice peach,0.45,1979.0
room temperature butter stick cream butter,8.48,5659.0
beans water pot,2.26,801.0
eggs airy,3.2,2562.0
loaf salmon gefilte B,3.37,2193.0
sweet potatoes destrung,0.81,575.0
zucchini inch equivalent,0.81,750.5
spinach mushroom,0.81,834.0
medium delicata squash medium banana squash,0.34,748.0
Lawry Pepper,0.65,379.0
shell pasta ditalini tubettini mini elbows,1.21,1508.0
tel tomatoes chilies twist,0.45,41.0
fish sauce nam pla,2.2,2313.5
template see Shopping Tip almond flour,1.88,11264.0
liters wine,0.66,524.0
potato dice medium,0.24,555.0
pinata apple,0.25,622.0
package bacon bits,5.99,6116.0
onion dip mix Dry,0.22,290.0
whole tomatoes juices use time year,0.45,41.0
coconut kind processor,1.07,1971.0
use sugar coating,0.67,1788.0
cayenne bell peppers choice peppers,0.65,379.0
vinegar apple cider sherry,0.25,622.0
shallot crisp brown,0.25,272.0
milk milk cream,5.45,3838.0
quality fruit pears orange peel lb,0.3,654.0
raspberry jam,0.64,413.0
avocado peel,0.54,1805.0
rice Jasmine Basmati,2.19,1597.0
walnuts pine nuts,2.06,11264.0
scoop premium vanilla ice cream,5.45,3838.0
kraft mozzarella cheese,8.93,5253.0
